id,section_id,days,times,locations,instructors,term,title,number,code,name
1841,027863200,{W},{10am-12:50pm},"{""Mathematical Sciences 5217""}","{""Turlo, K.A."",""Clark, I.E.""}",20W,Journal Club Seminars: Current Topics in Biomedical Research,193H,BMD RES,Biomedical Research
2852,144054200,{R},{4pm-5:50pm},"{""Student Activities Center B2""}","{""Avila, E.R.""}",20W,Leadership and Student-Initiated Retention,M18,CHICANO,Chicana and Chicano Studies
2071,277318001,{T},{1pm-3:50pm},"{""Student Activities Center 120P""}","{""Barra, C.Z.""}",20W,U.S. Military History,110,MIL SCI,Military Science
3435,811529200,{F},{3:30pm-4:50pm},"{""Geology Building 6704""}","{""Russell, C.T.""}",20W,Seminar: Space Physics,M288B,EPS SCI,"Earth, Planetary, and Space Sciences"
384,811211200,{R},{3:30pm-4:50pm},"{""Geology Building""}","{""Young, E.D.""}",20W,Current Research in Geochemistry,235B,EPS SCI,"Earth, Planetary, and Space Sciences"
3630,142853200,"{""Not scheduled""}","{""To be arranged""}","{""""}","{""Pang, J.W."",""Russell, A.A.""}",20W,Undergraduate Practicum in Chemistry and Biochemistry,192B,CHEM,Chemistry and Biochemistry
3857,145890201,{Varies},"{""""}","{""""}","{""Lazazzera, B.A.""}",20W,"Honors Research in Microbiology, Immunology, and Molecular Genetics",198C,MIMG,"Microbiology, Immunology, and Molecular Genetics"
971,318008200,{MW},{2pm-3:50pm},"{""Physics and Astronomy Building 1425""}","{""Kang, Z.""}",20W,"Physics for Scientists and Engineers: Electrodynamics, Optics, and Special Relativity",1C,PHYSICS,Physics
537,286045200,{Varies},"{""""}",{Online},"{""Cooney, K.M."",""Love, M.""}",20W,Women and Power in Ancient World,15,AN N EA,Ancient Near East
2888,430689203,{T},{6pm-8:50pm},"{""Schoenberg Music Building 1440""}","{""Bragger, D.M.""}",20W,Advanced World Music Performance Organizations: Open Ensemble: Old-Time String Band Ensemble,161Z,ETHNMUS,Ethnomusicology
386,769570200,{F},{9am-9:50am},"{""Renee and David Kaplan Hall A30""}","{""Christofides, P.D.""}",20W,Research Seminar,298A,CH ENGR,Chemical Engineering
2625,561251202,"{""Not scheduled""}","{""""}","{""""}","{""Scheinrock, J.I.""}",20W,Introduction to Strategic Management Research,445A,MGMTEX,Management-Executive MBA
4097782,145890205,{Varies},"{""""}","{""""}","{""O'Sullivan, T.E.""}",20W,"Honors Research in Microbiology, Immunology, and Molecular Genetics",198C,MIMG,"Microbiology, Immunology, and Molecular Genetics"
4083,842709200,{M},{5pm-6:50pm},"{""Public Health, School of 61235""}","{""Arabzadeh, H.""}",20W,Health Hazards of Industrial Processes,454,ENV HLT,Environmental Health Sciences
2481,725032200,{M},{9am-11:50am},"{""Public Affairs Building 2343""}","{""Osman, T."",""Guy, T.J.""}",20W,MURP Comprehensive Examination: Applied Planning Research Project II,205B,URBN PL,Urban Planning
3344,381871202,"{""Not scheduled""}","{""""}","{""""}","{""Kelty, C.M."",""Rodriguez Viloria,""}",20W,Community and Corporate Internships in Society and Genetics,195CE,SOC GEN,Society and Genetics
1337,402570200,{TR},{3:30pm-4:45pm},"{""Renee and David Kaplan Hall A32""}","{""Pilshchikov, I.""}",20W,Literary Texts and Literary Languages: Strategies of Analysis and Digital Tools,M145,DGT HUM,Digital Humanities
678,349010207,{TR},{8am-9:15am},"{""Public Affairs Building 1270""}","{""Gomez Lacabex, C.N"",""Tobin, S.C.""}",20W,Elementary Spanish,3,SPAN,Spanish
3802,269861213,"{""Not scheduled""}","{""""}","{""""}","{""Jacobsen, S.E.""}",20W,"Journal Club Seminars: Molecular, Cell, and Developmental Biology",193,MCD BIO,"Molecular, Cell, and Developmental Biology"
2365437,328878216,{Varies},"{""""}","{""""}","{""Bjork, R.A.""}",20W,Research Apprenticeship in Cognitive Science,196B,PSYCH,Psychology
2983,718033001,{MW},{12pm-1:50pm},"{""Physics and Astronomy Building 2434""}","{""D'Hoker, E.""}",20W,Statistical Physics,215A,PHYSICS,Physics
607,636019200,{T},{2pm-4:50pm},"{""Rolfe Hall 3115""}","{""Mabanckou, A.M.""}",20W,Contemporary Francophone Literature,203,FRNCH,French
3877,142119200,{R},{11am-11:50am},"{""Young Hall CS24""}","{""Henary, M.M."",""Avery, E.""}",20W,General and Organic Chemistry Laboratory II,14CL,CHEM,Chemistry and Biochemistry
816,725432200,{W},{8am-11:50am},"{""Public Affairs Building 4320B""}","{""Ling, J.C.""}",20W,Real Estate Development and Finance,M272,URBN PL,Urban Planning
4159,566612200,{M},{4:10pm-7pm},"{""Cornell Hall D313""}","{""Seiler, S.A.""}",20W,Prescriptive Models and Data Analytics,406,MGMTMSA,Management-Master of Science in Business Analytics
1351,412034202,{T},{2pm-3:50pm},"{""Renee and David Kaplan Hall A68""}","{""Miller, S.A.""}",20W,ACE UCLA | Critical Strategies to Achieve Undergraduate Excellence for Incoming Transfers,10D,UNIV ST,University Studies
3578,587517200,{TR},{2pm-3:50pm},"{""Boelter Hall 2444""}","{""Distefano, J.""}",20W,Computational Systems Biology: Modeling and Simulation of Biological Systems,CM286,COM SCI,Computer Science
1136,412034203,{W},{10am-11:50am},"{""Bunche Hall 3170""}","{""Lee, J.J.""}",20W,ACE UCLA | Critical Strategies to Achieve Undergraduate Excellence for Incoming Transfers,10D,UNIV ST,University Studies
2728,318291001,{TR},{5pm-6:15pm},"{""Life Sciences 2335""}","{""Hasson, T.W."",""Razinia, Z.""}",20W,PEERS Collaborative Learning Workshops for Life Sciences Majors,98XA,PHYSICS,Physics
3257,144673200,{M},{2pm-4:50pm},"{""Rolfe Hall 3126""}","{""Perez, I.""}",20W,"Research on Immigration Rights, Labor, and Higher Education",M156B,CHICANO,Chicana and Chicano Studies
2705345,326883202,{Varies},"{""""}","{""""}","{""Faull, K.F.""}",20W,Individual Studies in Psychiatry,197,PSYCTRY,Psychiatry and Biobehavioral Sciences
3884,263158200,{TR},{9:30am-10:45am},"{""Royce Hall 164""}","{""Xu, H."",""Stokes, Z.S.""}",20W,Introduction to Research in Statistics,143,STATS,Statistics
2365421,328878215,{Varies},"{""""}","{""""}","{""Shams, L.""}",20W,Research Apprenticeship in Cognitive Science,196B,PSYCH,Psychology
1505,725301200,{TR},{9:30am-10:45am},"{""Public Affairs Building 2343""}","{""Taylor, B.D."",""King, H.R.""}",20W,Transportation and Land Use: Urban Form,M250,URBN PL,Urban Planning
856,533202200,"{T,R}","{10am-10:50am,9am-10:50am}","{""Public Health, School of 51279"",""Public Health, School of 51279""}","{""Weiss, R.E.""}",20W,Applied Bayesian Inference,M234,BIOMATH,Biomathematics
1187,380015200,"{MW,F}","{2pm-3:15pm,11am-11:50am}","{""Bunche Hall 3117"",""Renee and David Kaplan Hall A66""}","{""Gasigitamrong, J.""}",20W,Intermediate Thai,5,THAI,Thai
4322,728306209,{Varies},"{""""}","{""""}","{""Holyoak, K.""}",20W,Research Methods,251A,PSYCH,Psychology
5192,580664200,{TR},{2pm-3:15pm},"{""Public Affairs Building 1234""}","{""Liao, Z.""}",20W,Data Science for Financial Engineering,432,ECON,Economics
4811,443800200,"{""Not scheduled""}","{""""}","{""""}","{""Loza, S.J.""}",20W,Capstone Seminar,186A,GJ STDS,Global Jazz Studies
5008,839050200,{MW},{10am-11:50am},"{""Boelter Hall 8500""}","{""Alwan, A.A."",""Johnson, A.""}",20W,Digital Speech Processing,M214A,EC ENGR,Electrical and Computer Engineering
4628,349308200,{TR},{10am-11:50am},"{""Public Affairs Building 1337""}","{""Mateu Martin, V.E.""}",20W,Introduction to Study of Spanish Grammar: Syntax,100B,SPAN,Spanish
743,429846200,{M},{3pm-5:50pm},"{""Mathematical Sciences 5148""}","{""Agadjanian, V.""}",20W,Variable Topics Senior Research Seminar: Global Health: Sociology of Global Health,191,GLB HLT,Global Health
904,381828201,{TR},{3:30pm-4:45pm},"{""Slichter Hall 2834""}","{""Shapiro, N.E.""}",20W,Special Courses in Society and Genetics: Prototyping Planetary Improvement,188,SOC GEN,Society and Genetics
4859,719518201,"{""Not scheduled""}","{""""}","{""""}","{""Ritterbusch, A.E.""}",20W,Research Internship,286C,SOC WLF,Social Welfare
326,725114202,{W},{2pm-4:50pm},"{""Public Affairs Building 5273""}","{""Odbert, C.M.""}",20W,"Special Topics in Built Environment: Community-Engaged Planning and Design: Why, When, How, and Who",219,URBN PL,Urban Planning
1117,128643200,{MW},{8am-9:15am},"{""Franz Hall 1178""}","{""Campbell-Staton, S""}",20W,Biology of Superheroes: Exploring Limits of Form and Function,M157,EE BIOL,Ecology and Evolutionary Biology
3026,186286210,{T},{3pm-5:50pm},"{""Boelter Hall 2808""}","{""Schmidt, J.J.""}",20W,Introduction to Engineering Design: Autonomous Rover,96A,ENGR,Engineering
3935,296319200,"{MW,F}","{12pm-1:50pm,12pm-12:50pm}","{""Renee and David Kaplan Hall A30"",""Renee and David Kaplan Hall A30""}","{""Lorenz, B.""}",20W,Advanced Turkish,102B,TURKIC,Turkic Languages
5212,702795200,"{F,Varies}","{6:31pm-7:31pm,""""}","{""Factor Health Sciences Building 4145"",Online}","{""Verzemnieks, I.L.""}",20W,Education Practicum in Nursing Practice II,496B,NURSING,Nursing
2336,126015200,{TR},{11am-12:15pm},"{""Public Affairs Building 1246""}","{""Chamecki, M.""}",20W,Introduction to Atmospheric Environment,3,A&O SCI,Atmospheric and Oceanic Sciences
1881,252862201,{T},{5pm-6:15pm},"{""Young Hall 4216""}","{""Shaked, S.""}",20W,Methods and Application of Collaborative Learning Theory in  Life Sciences,192C,LIFESCI,Life Sciences
4986,542219200,"{""Not scheduled""}","{""""}","{""""}","{""Merlic, C.A.""}",20W,Seminar: Research in Organic Chemistry--Organometallic Chemistry and Organic Synthesis,235G,CHEM,Chemistry and Biochemistry
1048,411738200,{MW},{4pm-5:50pm},"{""Geology Building 4660""}","{""Jacobs, D.K.""}",20W,Earth Process and Evolutionary History,CM173,EPS SCI,"Earth, Planetary, and Space Sciences"
2320,221294201,{T},{11am-1:50pm},"{""Haines Hall A78""}","{""Kim, K.Y.""}",20W,"Introduction to Historical Practice: Variable Topics in U.S. History: Freedom, Power, and Protest in Modern America",97D,HIST,History
4825,839059200,{TR},{10am-11:50am},"{""Boelter Hall 4283""}","{""Yang, C.K.""}",20W,Advanced Digital Integrated Circuits,215B,EC ENGR,Electrical and Computer Engineering
486,677576216,"{""Not scheduled""}","{""""}","{""""}","{""Colwell, C.S.""}",20W,Research Seminar,296,MC&IP,"Molecular, Cellular, and Integrative Physiology"
2561,563647201,"{""Not scheduled""}","{""""}","{""""}","{""Scheinrock, J.I.""}",20W,Applied Management Research: Two-Quarter Plan,423C,MGMTFT,Management-Full-Time MBA
593,430186202,{T},{5pm-7:50pm},"{""Schoenberg Music Building 1818""}","{""Kaushal, A.""}",20W,World Music Specializations: Music of India--Ensemble,68F,ETHNMUS,Ethnomusicology
2581,180899201,{R},{5pm-6:20pm},"{""Dodd Hall 170""}","{""Weill, P.""}",20W,Individual Studies for USIE Facilitators,188SB,ECON,Economics
3094261,145537201,{Varies},"{""""}","{""""}","{""Bradley, P.J.""}",20W,Honors Contracts,189HC,MIMG,"Microbiology, Immunology, and Molecular Genetics"
1630,180432200,{MW},{3:30pm-4:45pm},"{""Renee and David Kaplan Hall 169""}","{""Itskhoki, O.""}",20W,International Finance,122,ECON,Economics
3207308,407889202,{Varies},"{""""}","{""""}","{""Herrera, J.C.""}",20W,Honors Research in International and Area Studies,198B,I A STD,International and Area Studies
1289,259015200,{TR},{12:30pm-1:45pm},"{""Bunche Hall 3211""}","{""Shen, Y.""}",20W,Intermediate Modern Chinese,5,CHIN,Chinese
2789,183827200,{W},{12pm-3:50pm},"{""Moore Hall 1048""}","{""Mistry, R.S."",""Quartz, K.""}",20W,Transformative Research in Community-Based Settings,188A,EDUC,Education
2477,145648200,{TR},{12:30pm-1:45pm},"{""La Kretz Hall 120""}","{""Miller, J.H.""}",20W,Microbial Genomics,158,MIMG,"Microbiology, Immunology, and Molecular Genetics"
2999,431819200,"{TR,TR,TR}","{3pm-5:50pm,3pm-5:50pm,3pm-5:50pm}","{""Ostin Music Center 110A"",""Schoenberg Music Building B648"",""Schoenberg Music Building B425""}","{""Darrah, J.E."",""Hak, R.R."",""Rice, M.T."",""Karr, S.F.""}",20W,Opera Workshop,C185C,MUSC,Music
5242,447793200,{TR},{8am-9:15am},"{""Rolfe Hall 3126""}","{""Espino, V.R.""}",20W,Oral History and Collective Memory: Research Methods and Appications of 21st-Century Immigrant Narratives,182B,LBR STD,Labor Studies
209,196456200,{W},{4pm-5:50pm},"{""Public Affairs Building 1278""}","{""Zirulnik, M.A.""}",20W,Writing in English Major: Adjunct: Writing about Film,110B,ENGL,English
2372,148670201,{TR},{2pm-3:15pm},"{""Dodd Hall 146""}","{""Papadopoulos, J.K.""}",20W,Classical Archaeology: Greco-Roman Painting,M153K,CLASSIC,Classics
4974,405822200,{M},{2pm-4:50pm},"{""Bunche Hall 2168""}","{""Han, J.J.""}",20W,Senior Research Seminar: Gender Studies,187,GENDER,Gender Studies
2782,324849203,{M},{2pm-4:50pm},"{""Geology Building 3656""}","{""Zaller, J.R.""}",20W,Variable Topics Research Seminars for Majors: Politics: City Democracy,191C,POL SCI,Political Science
937,148057201,{F},{11am-11:50am},"{""Dodd Hall 248""}","{""Blank, D.L.""}",20W,Emperor and Slave,19,CLASSIC,Classics
2156,291062201,{MWF},{4pm-5:50pm},"{""Public Affairs Building 1256""}","{""Hagigi, L.E.""}",20W,Accelerated Elementary Persian,20B,IRANIAN,Iranian
4643,439720201,{TR},{4pm-5:50pm},"{""Boelter Hall 2444""}","{""Wong, C.""}",20W,Principles of Photonics,170A,EC ENGR,Electrical and Computer Engineering
1003,222302202,{TR},{2pm-3:50pm},"{""Public Affairs Building 1337""}","{""Goins, J.M.""}",20W,Student Research Forum,101A,HNRS,Honors Collegium
5286,405822201,{W},{9am-11:50am},"{""Rolfe Hall 3120""}","{""Razack, S.H.""}",20W,Senior Research Seminar: Gender Studies,187,GENDER,Gender Studies
4632,262805200,{MWF},{10am-10:50am},"{""Mathematical Sciences 5138""}","{""Chan, S.""}",20W,Enumerative Combinatorics,184,MATH,Mathematics
5175,318753200,{R},{2pm-3:50pm},"{""Knudsen Hall 6107""}","{""Kogar, A."",""Pree, S.L.""}",20W,Acoustics Laboratory,180D,PHYSICS,Physics
594,196354200,{MW},{2pm-3:50pm},"{""Rolfe Hall 3108""}","{""Looby, C.J.""}",20W,"Topics in Race, Ethnicity, Gender, and Sexuality Studies: Queer Autobiography",109,ENGL,English
3653,196889201,{Varies},"{""""}","{""""}","{""Fisher, M.N.""}",20W,Honors Research in English,198B,ENGL,English
3360272,324835202,{Varies},"{""""}","{""""}","{""Panagia, D.""}",20W,Honors Contracts,189HC,POL SCI,Political Science
3091,128799201,{TR},{2pm-3:15pm},"{""Mathematical Sciences 3915G""}","{""Lipman, A.J."",""Spies, B.""}",20W,Finding Ecological Solutions to Environmental Problems,183,EE BIOL,Ecology and Evolutionary Biology
1119,145030200,{TR},{11am-12:15pm},"{""Dodd Hall 167""}","{""Moberg Parker, J.P""}",20W,Medical Microbiology for Nursing Students,10,MIMG,"Microbiology, Immunology, and Molecular Genetics"
2483,443719200,{Varies},"{""""}","{""""}","{""Cameron, C.""}",20W,Instruction in Advanced Jazz Performance: Percussion,171B,GJ STDS,Global Jazz Studies
3654,545336200,{MWF},{8am-8:50am},"{""Moore Hall 100""}","{""Reue, K."",""Lusis, A.J."",""Cohn, D.H.""}",20W,Human Genetics and Genomics,CM256,MIMG,"Microbiology, Immunology, and Molecular Genetics"
3515,839576223,{Varies},"{""""}","{""""}","{""Jarrahi, M.""}",20W,Seminar: Research Topics in Electrical Engineering,296,EC ENGR,Electrical and Computer Engineering
107,145876202,{Varies},"{""""}","{""""}","{""Cheng, G.""}",20W,"Research Apprenticeship I in Microbiology, Immunology, and Molecular Genetics",196A,MIMG,"Microbiology, Immunology, and Molecular Genetics"
4219,194002201,"{MW,F}","{2pm-3:50pm,2pm-2:50pm}","{""Renee and David Kaplan Hall A40"",""Renee and David Kaplan Hall A46""}","{""Galvin, M.E.""}",20W,High-Intermediate Composition for Multilingual Students,1B,ENGCOMP,English Composition
1856565,196846203,{Varies},"{""""}","{""""}","{""Huneven, M.R.""}",20W,Individual Studies in English,197,ENGL,English
994,356063200,{MW},{10:30am-11:45am},"{""Macgowan Hall 1330""}","{""Garofalo, J.A."",""Gleve, K.""}",20W,Introduction to Design,14B,THEATER,Theater
1252,259006210,{TR},{11am-12:15pm},"{""Renee and David Kaplan Hall A65""}","{""Chief, L.""}",20W,Elementary Modern Chinese,2,CHIN,Chinese
4359,430265200,{R},{11am-1:50pm},"{""Schoenberg Music Building 1325""}","{""Tunstall, J.D.""}",20W,World Music Performance Organizations: Music of African Americans,91P,ETHNMUS,Ethnomusicology
4290,547106200,{TR},{2pm-3:50pm},"{""Boelter Hall 5422""}","{""Brandenberg, S.J.""}",20W,Advanced Foundation Engineering,221,C&EE,Civil and Environmental Engineering
4295,324593201,{TR},{11am-12:15pm},"{""Haines Hall 118""}","{""Posner, D.N.""}",20W,African Politics: Government and Politics of Africa,151A,POL SCI,Political Science
2669905,221744201,{Varies},"{""""}","{""""}","{""Waugh, J.""}",20W,Honors Contracts,189HC,HIST,History
2764,650516200,{TR},{2pm-3:50pm},"{""Boelter Hall 2444""}","{""Distefano, J.""}",20W,Computational Systems Biology: Modeling and Simulation of Biological Systems,CM286,BIOENGR,Bioengineering
681,221270200,{R},{2pm-4:50pm},"{""Haines Hall 122""}","{""Nath, N."",""Lal, V.""}",20W,From Colonialism to Call for Climate Justice: Environmental Histories of Modern South Asia,98T,HIST,History
551,840096201,{W},{9am-11:50am},"{""Public Health, School of 61235""}","{""George, S.M."",""Bornstein, M.J.""}",20W,Qualitative Research Methodology,M216,COM HLT,Community Health Sciences
2935,262354210,"{MWF,W}","{2pm-2:50pm,4pm-4:50pm}","{""Mathematical Sciences 5118"",""Mathematical Sciences 6201""}","{""Elman, R.S.""}",20W,Algebra (Honors),110BH,MATH,Mathematics
1358,194036211,{MW},{10am-11:50am},"{""Haines Hall A82""}","{""Newby, A.""}",20W,Approaches to University Writing,2,ENGCOMP,English Composition
4045,840659201,{T},{3pm-5:50pm},"{""Public Health, School of 61269""}","{""Gipson, J.D.""}",20W,Foundations of Reproductive Health,431,COM HLT,Community Health Sciences
3928,523498001,{TR},{9am-10:50am},"{""Knudsen Hall 6107""}","{""Fitzgerald, M.P.""}",20W,Numerical and Statistical Methods,283,ASTR,Astronomy
5463,196518200,{W},{12pm-2:50pm},"{""Renee and David Kaplan Hall 222B""}","{""D'Aguiar, F.M.""}",20W,Creative Writing: Poetry,136,ENGL,English
2050,431540200,{Varies},"{""""}","{""""}","{""Bouriakov, D.""}",20W,Advanced Instrumental Studio: Flute,160A,MUSC,Music
518,411372200,{MWF},{10am-10:50am},"{""Geology Building 3645""}","{""Yin, A.""}",20W,Structural Geology,112,EPS SCI,"Earth, Planetary, and Space Sciences"
2781,349033200,{TR},{10am-11:50am},"{""Public Affairs Building 1023""}","{""Soley Mateu, A."",""Dagenais, J.C.""}",20W,Catalan Language and Culture I,11A,SPAN,Spanish
920,717591202,{M},{9am-11:50am},"{""Public Affairs Building 4357""}","{""Peterson, M.A.""}",20W,Applied Policy Project II,298B,PUB PLC,Public Policy
2475,832276201,{T},{2pm-4:50pm},"{""Schoenberg Music Building""}","{""Fink, R.W.""}",20W,Audit Seminar: Analytical/Repertoire Topics,246,MUSCLG,Musicology
2164,702313200,{F},{8am-9:50am},"{""Factor Health Sciences Building A660A""}","{""Choi, K.R."",""Watts, C.E.""}",20W,Health Promotion: Growth and Development in Culturally Diverse Populations,252A,NURSING,Nursing
4057095,438864200,"{""Not scheduled""}","{""""}","{""""}","{""Groeling, T.J.""}",20W,Research Group Seminars: Communication Studies,194,COMM,Communication
3598383,324835203,{Varies},"{""""}","{""""}","{""Branstetter, J.G.""}",20W,Honors Contracts,189HC,POL SCI,Political Science
2044,194099236,{TR},{3:30pm-4:45pm},"{""Renee and David Kaplan Hall A46""}","{""Ashraf, H."",""Prescott-Johnson,""}",20W,"English Composition, Rhetoric, and Language",3,ENGCOMP,English Composition
