subject_area,subj_code,title,number,section_ids
English,ENGL,Shakespeare: Poems and Early Plays,150A,{4752}
Honors Collegium,HNRS,Shakespeare's History Plays,19,"{2381,29}"
Neuroscience,NEUROSC,Shall We Dance? How Brain Controls Movement in Health and Disease,19,{5878784}
Comparative Literature,COM LIT,"Short Works of Franz Kafka, or How Modern World Works",19,{5886109}
Electrical and Computer Engineering,EC ENGR,Signaling and Synchronization,215E,"{5881593,5881624}"
English,ENGL,"Silence of Lamb: Animals as Persons in Literature, Law, and Sciences",19,{501}
Electrical and Computer Engineering,EC ENGR,"Simulation, Optimization, and Data Analysis",133B,{5883305}
Theater,THEATER,Singing for Musical Theater I,35B,{2826}
Theater,THEATER,Singing: Individual Instruction,135F,"{3015,3071,3240}"
Urban Planning,URBN PL,Site Planning,273,{5880232}
Communication,COMM,Situation Comedy and American Culture,145,{4352}
Philosophy,PHILOS,Skepticism and Rationality,21,{3085}
Civil and Environmental Engineering,C&EE,Slope Stability and Earth Retention Systems,223,{2778}
Law (Undergraduate) (UG-LAW),UG-LAW,Soccer Law,19,{10580952}
Sociology,SOCIOL,Social Change,123,{5881114}
Communication,COMM,Social Communication and New Technology,154,{5014}
Management,MGMT,Social Entrepreneurship,167,{5882740}
Community Health Sciences,COM HLT,Social Epidemiology,M272,{98}
Epidemiology,EPIDEM,Social Epidemiology,M272,{1435}
Geography,GEOG,Social Geography,147,{5882877}
History,HIST,"Social History of Spain and Portugal: Age of Silver in Spain and Portugal, 1479 to 1789",129A,{5885055}
Law,LAW,Social Media and the Future of Democracy,511B,{5886462}
Public Affairs,PUB AFF,Social Movements,112,{5882082}
Scandinavian,SCAND,Social Network Analysis and Icelandic Family Saga,133C,{5883506}
Sociology,SOCIOL,Social Network Methods,208A,{10586923}
Sociology,SOCIOL,Social Networks,111,"{5886880,700}"
African American Studies,AF AMER,Social Politics of Recent African American Music and Popular Culture,200H,{4073}
Public Affairs,PUB AFF,Social Problems and Social Change,10,"{5887733,2784}"
Psychology,PSYCH,Social Psychology,135,"{5885355,2695}"
Psychology,PSYCH,Social Psychology Laboratory,136A,"{5886386,5886405}"
Social Science,SOC SC,Social Science Research and Perspectives,400B,{3477}
Asian American Studies,ASIA AM,Social Science Research Methods,103,{1430}
Social Welfare,SOC WLF,Social Welfare Research Methods,213A,"{699,2257,1709,1710}"
History,HIST,Social World of Jane Austen: Pride and Prejudice,19,{1799}
Society and Genetics,SOC GEN,Societal and Medical Issues in Human Genetics,102,{5880284}
Anthropology,ANTHRO,Societies of Central Asia,163Q,{5885938}
Sociology,SOCIOL,Society and Health: Millennial Health,19,{2945}
French,FRNCH,Society And Self in Early Modern France,16,{1983}
Sociology,SOCIOL,Sociology of Crime,147A,"{2946,5881125}"
Sociology,SOCIOL,Sociology of Education,240,{10587251}
Education,EDUC,Sociology of Education,M108,{5885567}
Sociology,SOCIOL,Sociology of Education,M175,{5883843}
Sociology,SOCIOL,Sociology of Emotions,128,{1980}
Gender Studies,GENDER,Sociology of Family,M174,{946}
Sociology,SOCIOL,Sociology of Family,M174,{1217}
Law,LAW,Sociology of Law,670,{5883651}
Physics,PHYSICS,Soft Matter Laboratory,M180G,{2361}
Computer Science,COM SCI,Software Construction Laboratory,35L,"{5883836,5884011,1627,2347,398,2791,1628,1687,682,5883911,5884044,5883871,62}"
Computer Science,COM SCI,Software Engineering,130,"{979,5886274}"
Civil and Environmental Engineering,C&EE,Soil Mechanics Laboratory,128L,{2958}
Ecology and Evolutionary Biology,EE BIOL,Soils and Environment,M127,{1355}
Environment,ENVIRON,Soils and Environment,M127,{10}
Geography,GEOG,Soils and Environment,M127,{2125}
Ecology and Evolutionary Biology,EE BIOL,Soils and Environment: Field,M127L,{305}
"Earth, Planetary, and Space Sciences",EPS SCI,Solar System and Planets,9,"{5878785,3244}"
"Earth, Planetary, and Space Sciences",EPS SCI,Solar Terrestrial Physics,154,{1039}
Chemistry and Biochemistry,CHEM,Solid-State Chemistry,C180,{5888219}
Chemistry and Biochemistry,CHEM,Solid-State Chemistry,C280,{5881653}
Electrical and Computer Engineering,EC ENGR,Solid-State Electronics II,224,{5421}
Physics,PHYSICS,Solid-State Laboratory,180C,{191}
Physics,PHYSICS,Solid State Physics,241B,{35}
Physics,PHYSICS,Solid State Physics,241C,{5887578}
Music Industry,MSC IND,Songwriter's Workshop,112B,{2679}
History,HIST,Sophomore Seminars: History: Seminar 1  ,88,{4854}
Theater,THEATER,Sound Mixing,C140A,{4664}
Geography,GEOG,South America,290,{5276}
Southeast Asian,SEASIAN,Southeast Asian Societies and Cultures,50,{2445}
Mechanical and Aerospace Engineering,MECH&AE,Spacecraft Design,161C,{5881759}
"Earth, Planetary, and Space Sciences",EPS SCI,Space Physics Journal Club,293B,{5235}
"Earth, Planetary, and Space Sciences",EPS SCI,Space Physics Journal Club,293C,{5885551}
Portuguese,PORTGSE,"Spanish, Portuguese, and Nature of Language",M35,{410}
Spanish,SPAN,"Spanish, Portuguese, and Nature of Language",M35,{5318}
Geography,GEOG,Spanish South America,182A,{5882856}
Geography,GEOG,Spatial Statistics,M205,{17365592}
Urban Planning,URBN PL,Spatial Statistics,M215,{16799262}
Statistics,STATS,Spatial Statistics,M222,{13618557}
Management,MGMT,Special Advanced Topics in Accounting,226,{5882756}
African American Studies,AF AMER,Special Courses in African American Studies: Africana Art,188A,{2529}
African American Studies,AF AMER,Special Courses in African American Studies: Black and Migration Literature,188A,{2208}
African American Studies,AF AMER,Special Courses in African American Studies: Lecture 1  ,188A,{5880881}
African American Studies,AF AMER,Special Courses in African American Studies: Lecture 2  ,188A,{5881426}
African American Studies,AF AMER,Special Courses in African American Studies: Lecture 3  ,188A,"{5881424,1131}"
African American Studies,AF AMER,Special Courses in African American Studies: Lecture 4  ,188A,{5888006}
African American Studies,AF AMER,Special Courses in African American Studies: Lecture 5  ,188A,{5888017}
African American Studies,AF AMER,Special Courses in African American Studies: Race and U.S. Military Intervention in Africa,188A,{33}
African American Studies,AF AMER,"Special Courses in African American Studies: Race, Science, and Western Society",188A,{521}
African American Studies,AF AMER,"Special Courses in African American Studies: Remembering Slavery, Remaking Race",188A,{3135}
African American Studies,AF AMER,"Special Courses in African American Studies: Sunken Place: Racism, Survival, and Black Horror Aesthetic",188A,{2527}
Asian American Studies,ASIA AM,Special Courses in Asian American Themes: Foundational Asian American Literary Texts,187B,{4838}
Asian American Studies,ASIA AM,Special Courses in Asian American Themes: Lecture 1  ,187B,{5885779}
Bioengineering,BIOENGR,Special Courses in Bioengineering: Biomedical Measurements: from Molecules to Tissues,188,{3151}
Bioengineering,BIOENGR,Special Courses in Bioengineering: Cell Engineering,188,{1411}
Bioengineering,BIOENGR,Special Courses in Bioengineering: Law and Technology for Bioengineers,188,{2039}
Bioengineering,BIOENGR,Special Courses in Bioengineering: Lecture 1  ,188,{5882951}
Bioengineering,BIOENGR,Special Courses in Bioengineering: Lecture 2  ,188,{5886346}
Chicana and Chicano Studies,CHICANO,"Special Courses in Chicana and Chicano Studies: Chicana and Chicano Students, Communities, and Educational Equity",188,{2204}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Chicanos and Latinos in Hollywood,188,{888}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Latino Working Families in U.S.,188,{4207}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Seminar 1  ,188,{5881370}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Seminar 2  ,188,{5883665}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Seminar 3  ,188,{5883687}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Seminar 4  ,188,{5883244}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Urban Intersections of Coloniality,188,{4315}
Civil and Environmental Engineering,C&EE,Special Courses in Civil and Environmental Engineering: Lecture 2  ,188,{10580051}
Civil and Environmental Engineering,C&EE,Special Courses in Civil and Environmental Engineering: Lecture 3  ,188,{10580358}
Computer Science,COM SCI,Special Courses in Computer Science: Data Science Fundamentals,188,{3377}
Computer Science,COM SCI,Special Courses in Computer Science: Distributed Algorithms and Blockchains,188,{10580123}
Computer Science,COM SCI,Special Courses in Computer Science: Lecture 3  ,188,{5879699}
Computer Science,COM SCI,Special Courses in Computer Science: Secure Software Design and Development,188,{608}
Theater,THEATER,Special Courses in Design and Technical Theater: Lecture 1  ,148,{3436}
Engineering,ENGR,Special Courses in Engineering: Seminar 80  ,188,{1769}
Engineering,ENGR,Special Courses in Engineering: Seminar 81  ,188,{2484}
Engineering,ENGR,Special Courses in Engineering: Seminar 82  ,188,{5883223}
Environment,ENVIRON,Special Courses in Environment: Corporate Sustainability,188B,{1248}
Environment,ENVIRON,Special Courses in Environment: Grand Challenges Undergraduate Research Scholars Program,188B,{1546}
Ethnomusicology,ETHNMUS,Special Courses in Ethnomusicology: Lecture 1  ,188,{5881592}
Ethnomusicology,ETHNMUS,Special Courses in Ethnomusicology: Music of Iran,188,{1904}
Film and Television,FILM TV,"Special Courses in Film, Television, and Digital Media: Lecture 1  ",188A,{499}
Labor Studies,LBR STD,Special Courses in Labor and Workplace Studies: How to Create Worker-Owned Cooperative Business,188,{4580}
Labor Studies,LBR STD,"Special Courses in Labor and Workplace Studies: Labor and Public Higher Education: Campus Workers, Working Students, and Public Good",187,{3209}
Labor Studies,LBR STD,"Special Courses in Labor and Workplace Studies: Law, Organizing, and Role of Lawyers in Social Justice Movements",188,{3727}
Labor Studies,LBR STD,Special Courses in Labor and Workplace Studies: Seminar 1  ,188,{5883186}
Labor Studies,LBR STD,Special Courses in Labor and Workplace Studies: Seminar 2  ,188,{5886937}
Music Industry,MSC IND,Special Courses in Music Industry: Reel Beatles,188,{10579566}
Psychology,PSYCH,Special Courses in Psychology: Lecture 1  ,188B,{5881863}
Society and Genetics,SOC GEN,"Special Courses in Society and Genetics: Hacking Life: Bodies, Things, Environments",180,{174}
Society and Genetics,SOC GEN,Special Courses in Society and Genetics: Lecture 1  ,180,{5880206}
Society and Genetics,SOC GEN,Special Courses in Society and Genetics: Prototyping Planetary Improvement,188,{904}
Asian American Studies,ASIA AM,Special Internships in Asian Pacific Communities: Fieldwork 1  ,104B,{5880239}
English Composition,ENGCOMP,Specialized Writing: Business and Social Policy,131B,"{5880688,5880727,4939,5194,4852,3783,5148}"
English Composition,ENGCOMP,Specialized Writing: Law and Politics,131A,"{5882073,5882095}"
English Composition,ENGCOMP,Specialized Writing: Medicine and Public Health,131C,"{5883418,5883436}"
Theater,THEATER,Special Problems in Performance Techniques: Acting for Singer: The Season,138,{2908}
Theater,THEATER,Special Problems in Performance Techniques: Guerrilla Theater and Activism,138,{3216}
Theater,THEATER,Special Problems in Performance Techniques: Studio 1  ,138,{5879367}
Theater,THEATER,Special Problems in Performance Techniques: Studio 3  ,138,{5885361}
Psychology,PSYCH,"Special Problems in Psychological Statistics: Mediation, Moderation, and Conditional Process Analysis",258,{2305}
Architecture and Urban Design,ARCH&UD,Special Projects in Architecture,496,{839}
Digital Humanities,DGT HUM,Special Projects in Digital Humanities,299,"{13569668,17591582,1563,13066275}"
Bioengineering,BIOENGR,Special Studies in Bioengineering: Lecture 1  ,298,{5884309}
Bioengineering,BIOENGR,Special Studies in Bioengineering: Lecture 2  ,298,{5887791}
Bioengineering,BIOENGR,Special Studies in Bioengineering: Lecture 3  ,298,{5882978}
Bioengineering,BIOENGR,Special Studies in Bioengineering: Wearable Bioelectronics,298,{4533}
Political Science,POL SCI,Special Studies in Comparative Politics: Authoritarian Politics,169,{1162}
Political Science,POL SCI,Special Studies in Comparative Politics: Development Economics for Political Scientist,169,{1378}
Film and Television,FILM TV,Special Studies in Film and Television: Seminar 50  ,298A,{5883419}
Political Science,POL SCI,Special Studies in International Relations: International Relations of East and Southeast Asia,139,{5387}
Political Science,POL SCI,Special Studies in Political Theory: Global Political Theory in Translation,119,{1896}
Political Science,POL SCI,Special Studies in Political Theory: Lecture 1  ,119,{5887941}
Political Science,POL SCI,Special Studies in Political Theory: Lecture 2  ,119,{5882808}
Political Science,POL SCI,Special Studies in Political Theory: Lecture 3  ,119,{5881247}
Political Science,POL SCI,Special Studies in Political Theory: Modern East Asian Political Theory,119,{10581056}
Political Science,POL SCI,Special Studies in Political Theory: Pre-Modern East Asian Political Thought,119,{3312}
Theater,THEATER,Special Studies in Theater Arts,298B,{3448}
Scandinavian,SCAND,Special Studies: Readings in Scandinavian,187FL,{5878965}
Management,MGMT,Special Topics in Accounting: Lecture 1  ,128,{5881929}
African American Studies,AF AMER,Special Topics in Afro-American Studies: Blackness and Borderscapes,241,{2942}
African American Studies,AF AMER,Special Topics in Afro-American Studies: Lecture 1  ,241,{5888029}
African American Studies,AF AMER,Special Topics in Afro-American Studies: Lecture 2  ,241,"{785,5882624}"
African American Studies,AF AMER,Special Topics in Afro-American Studies: Seminar 3  ,C291,{3560}
Political Science,POL SCI,Special Topics in American Government and Politics: Lecture 1  ,149,"{10579540,3812976}"
Gender Studies,GENDER,Special Topics in American Indian and Gender Studies: Indigenous Others and Gaze,M185A,{4737}
American Indian Studies,AM IND,Special Topics in American Indian and Gender Studies: Indigenous Others and Gaze,M187A,{539}
Architecture and Urban Design,ARCH&UD,Special Topics in Architecture and Urban Design,289,"{4937,4594,3846,4065,5249,5248,4002,3848}"
Astronomy,ASTR,Special Topics in Astronomy,278,{3496}
Atmospheric and Oceanic Sciences,A&O SCI,Special Topics in Atmospheric and Oceanic Sciences,188,{4122}
Urban Planning,URBN PL,Special Topics in Built Environment: Cities and Immigration,219,{3218}
Urban Planning,URBN PL,"Special Topics in Built Environment: Community-Engaged Planning and Design: Why, When, How, and Who",219,{326}
Urban Planning,URBN PL,Special Topics in Built Environment: Designing Urban Climate Change Adaptation,219,{1327}
Urban Planning,URBN PL,Special Topics in Built Environment: Lecture 1  ,219,{5884218}
Electrical and Computer Engineering,EC ENGR,Special Topics in Circuits and Embedded Systems: Artificial Intelligence on Chip,209AS,{1388}
Electrical and Computer Engineering,EC ENGR,Special Topics in Circuits and Embedded Systems: Lecture 80  ,209AS,{725}
Electrical and Computer Engineering,EC ENGR,"Special Topics in Circuits and Embedded Systems: Security and Privacy for Embedded Systems, Cyber-Physical Systems, and Internet of Things",209AS,{2489}
Music,MUSC,Special Topics in Counterpoint,104B,{2451}
Architecture and Urban Design,ARCH&UD,Special Topics in Critical Studies in Architectural Culture,290,"{5882962,3183}"
Design / Media Arts,DESMA,Special Topics in Design | Media Arts: BeHere LA: Re-enactment of History as New Media Art,160,{3310}
Design / Media Arts,DESMA,Special Topics in Design | Media Arts: Studio 1  ,160,{5887206}
Design / Media Arts,DESMA,Special Topics in Design | Media Arts: Studio 2  ,160,{5879670}
Digital Humanities,DGT HUM,Special Topics in Digital Humanities: Seminar 1  ,250,{1685}
Urban Planning,URBN PL,Special Topics in Environmental Analysis and Policy: Climate Change and Everyday Fragility,269,{2832}
Urban Planning,URBN PL,Special Topics in Environmental Analysis and Policy: Lecture 1  ,269,{5880234}
Urban Planning,URBN PL,Special Topics in Environmental Analysis and Policy: Lecture 2  ,269,{5888368}
Urban Planning,URBN PL,Special Topics in Environmental Analysis and Policy: Lecture 3  ,269,{5879408}
Management-Master of Financial Engineering,MGMTMFE,Special Topics in Financial Engineering: Career Management Workshop,431,"{5883518,2793}"
Management-Master of Financial Engineering,MGMTMFE,Special Topics in Financial Engineering: Data Analytics and Machine Learning,431,{5880471}
Management-Master of Financial Engineering,MGMTMFE,Special Topics in Financial Engineering: Financial Innovation,431,{5879480}
Management-Master of Financial Engineering,MGMTMFE,Special Topics in Financial Engineering: Quantitative Asset Management,431,{5879474}
